,experiment,kernel,disk_name,param0,param1,param2,param3,host time,result,final_tick,host_inst_rate,host_mem_usage,host_op_rate,host_seconds,host_tick_rate,sim_freq,sim_insts,sim_ops,sim_seconds,sim_ticks,param4,param5
335,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,vips,simlarge,2,60.066856384277344,Success,37234253736739.0,1229134737.0,3895484.0,1229126545.0,29.75,1251439214921.0,1000000000000.0,36570339809.0,36570339809.0,37.234254,37234253736739.0,,
336,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,classic,8,init,36009.91283798218,timeout,,,,,,,,,,,,,
337,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,MI_example,8,init,36005.59182739258,timeout,,,,,,,,,,,,,
338,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,classic,8,init,36009.87078809738,timeout,,,,,,,,,,,,,
339,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,MESI_Two_Level,2,init,2422.3015060424805,Success,1795193137207.0,191372.0,4385648.0,564055.0,2398.27,748537455.0,1000000000000.0,458962103.0,1352755625.0,1.795193,1795193137207.0,,
340,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,MI_example,2,systemd,17448.102811336517,Success,9417362222323.0,148737.0,13226824.0,314804.0,17442.26,539916554.0,1000000000000.0,2594308623.0,5490896856.0,9.417362,9417362222323.0,,
341,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,vips,native,8,460.40754747390747,Success,269800802043418.0,1965557274.0,6493420.0,1965556225.0,389.2,693211318513.0,1000000000000.0,765002818486.0,765002818486.0,269.800802,269800802043418.0,,
342,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,bodytrack,simlarge,8,120.1058132648468,Success,24002540438329.0,3656873525.0,4009348.0,3656679087.0,4.99,663696866193.0,1000000000000.0,18232350606.0,18232350606.0,3.309246,3309246193581.0,,
343,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,MESI_Two_Level,2,systemd,40.04260063171387,Success,22661637887125.0,233249081.0,3890060.0,233245644.0,13.16,1721896109287.0,1000000000000.0,3069705295.0,3069705295.0,22.661638,22661637887125.0,,
344,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,freqmine,native,1,785.7029201984406,Success,689493323240587.0,3336681321.0,4125948.0,3336680411.0,740.3,903980333823.0,1000000000000.0,2470132076236.0,2470132076236.0,669.213298,669213297540612.0,,
345,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,MESI_Two_Level,1,init,3203.55939745903,Success,1998914084668.0,216833.0,4346636.0,467520.0,3184.65,627671591.0,1000000000000.0,690537001.0,1488886773.0,1.998914,1998914084668.0,,
346,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,classic,1,init,1075.9958612918854,Success,1755149233860.0,672158.0,3682836.0,1662352.0,1069.42,1641211062.0,1000000000000.0,718820952.0,1777757915.0,1.755149,1755149233860.0,,
347,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,MESI_Two_Level,1,systemd,13443.93970823288,Success,4698606549475.0,188377.0,10745872.0,413046.0,13420.17,350115203.0,1000000000000.0,2528049117.0,5543147307.0,4.698607,4698606549475.0,,
348,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,MI_example,4,init,35.03741478919983,Unknown failed,,,,,,,,,,,,,
349,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,MI_example,8,systemd,35.04241609573364,Unknown failed,,,,,,,,,,,,,
350,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,classic,8,init,10.037013530731201,Success,3854390454631.0,741538103.0,3627684.0,741486851.0,2.9,1330323928173.0,1000000000000.0,2148317385.0,2148317385.0,3.85439,3854390454631.0,,
351,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,fluidanimate,simlarge,8,105.0944607257843,Success,25403096977498.0,3485734298.0,4009352.0,3485561488.0,4.3,728221041480.0,1000000000000.0,14997161933.0,14997161933.0,3.133306,3133306281276.0,,
352,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,mg.A.x,1,61170.78369116783,Success,29198511276320.0,200701.0,4639712.0,302742.0,61141.62,257696841.0,1000000000000.0,12271156444.0,18510106828.0,15.756001,15756001430797.0,,
353,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,classic,2,init,3262.9145267009735,kernel panic,,,,,,,,,,,,,
354,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,classic,2,init,36007.041137218475,timeout,,,,,,,,,,,,,
355,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,classic,8,systemd,36008.899515628815,timeout,,,,,,,,,,,,,
356,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,classic,2,init,5.011601448059082,Success,3970449255322.0,409604011.0,3414708.0,409566021.0,2.58,1536364820210.0,1000000000000.0,1058429181.0,1058429181.0,3.970449,3970449255322.0,,
357,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,o3,MESI_Two_Level,1,systemd,16655.73508477211,kernel panic,,,,,,,,,,,,,
358,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,cg.A.x,64,18006.079414129257,timeout,,,,,,,,,,,,,
359,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,classic,1,init,1741.8714172840118,Success,1759993436142.0,558764.0,3706920.0,1209063.0,1735.76,1013963929.0,1000000000000.0,969878402.0,2098637288.0,1.759993,1759993436142.0,,
360,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,ft.A.x,8,144070.62014484406,Success,23246981246171.0,215705.0,4845852.0,296170.0,144003.64,30440478.0,1000000000000.0,31062374809.0,42649531170.0,4.38354,4383539768971.0,,
361,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,raytrace,simsmall,2,485.40825486183167,Success,2279253587715163.0,60885840543.0,3996348.0,60853412034.0,0.49,736224531516.0,1000000000000.0,29928917500.0,29928917500.0,0.362134,362133544626.0,,
362,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,freqmine,native,2,930.8000254631042,Success,767250780686848.0,2826933149.0,4166036.0,2826932437.0,874.29,850697936802.0,1000000000000.0,2471565754043.0,2471565754043.0,743.75884,743758839754236.0,,
363,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,MI_example,1,init,10.018652439117432,Success,2990490812704.0,377162595.0,3977136.0,377110803.0,2.25,1326378994629.0,1000000000000.0,850228903.0,850228903.0,2.990491,2990490812704.0,,
364,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,MI_example,2,init,3563.21026802063,Success,2224143072559.0,203726.0,5092476.0,507700.0,3557.24,625244742.0,1000000000000.0,724701472.0,1806009976.0,2.224143,2224143072559.0,,
365,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,MI_example,4,init,10.017414331436157,Unknown failed,,,,,,,,,,,,,
366,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,MESI_Two_Level,2,systemd,13643.675778865814,Success,4144246064209.0,189062.0,11814464.0,414200.0,13617.34,304336032.0,1000000000000.0,2574515337.0,5640300497.0,4.144246,4144246064209.0,,
367,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,MESI_Two_Level,4,init,3398.574985265732,Success,2075495527900.0,241676.0,4743916.0,506235.0,3363.3,617100432.0,1000000000000.0,812828299.0,1702620575.0,2.075496,2075495527900.0,,
368,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,MI_example,2,init,10.04056978225708,Success,3063353742172.0,543079419.0,4010656.0,543015553.0,1.74,1757537757419.0,1000000000000.0,946447417.0,946447417.0,3.063354,3063353742172.0,,
369,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,canneal,simsmall,2,55.047653675079346,Success,22154667199291.0,12343628960.0,3892928.0,12337450029.0,0.44,769980958997.0,1000000000000.0,5467796886.0,5467796886.0,0.341275,341275197852.0,,
370,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,fluidanimate,simsmall,8,100.10992741584778,Success,20989129649212.0,9500461576.0,4007304.0,9497757323.0,0.71,596994451628.0,1000000000000.0,6748797183.0,6748797183.0,0.424219,424219307049.0,,
371,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,classic,2,systemd,15.020818710327148,Success,18198330275179.0,244749946.0,3417836.0,244745361.0,11.97,1520888960234.0,1000000000000.0,2928513014.0,2928513014.0,18.19833,18198330275179.0,,
372,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,MI_example,8,systemd,21014.202223300934,Success,8283911252878.0,139871.0,15300032.0,292304.0,20992.99,394603708.0,1000000000000.0,2936306868.0,6136328620.0,8.283911,8283911252878.0,,
373,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,MESI_Two_Level,8,init,55.07229518890381,Unknown failed,,,,,,,,,,,,,
374,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,ferret,native,2,625.534187078476,Success,619196936742505.0,3047926468.0,4089956.0,3047925462.0,525.9,860880314232.0,1000000000000.0,1602906152096.0,1602906152096.0,452.737588,452737587873681.0,,
375,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,simple,MESI_Two_Level,4,systemd,12918.5530230999,Success,3803548441870.0,183050.0,12643016.0,407331.0,12883.85,295218323.0,1000000000000.0,2358389218.0,5247990351.0,3.803548,3803548441870.0,,
376,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,MESI_Two_Level,1,systemd,35.04547619819641,Success,13103722656838.0,317118020.0,3839844.0,317109017.0,7.99,1639758887463.0,1000000000000.0,2534083678.0,2534083678.0,13.103723,13103722656838.0,,
377,npb with gem5-20.1,vmlinux-4.19.83,npb,timing,MESI_Two_Level,cg.A.x,32,103962.74809217453,Unknown failed,,,,,,,,,,,,,
378,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,classic,8,systemd,36008.06756687164,timeout,,,,,,,,,,,,,
379,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,MI_example,1,systemd,5.012257814407349,Unknown failed,,,,,,,,,,,,,
380,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,classic,2,init,36008.88893818855,timeout,,,,,,,,,,,,,
381,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,lu.A.x,8,80.0855438709259,Success,26721614338966.0,21820877710.0,4009240.0,21820432273.0,9.08,834338148413.0,1000000000000.0,198136939795.0,198136939795.0,7.576091,7576090638354.0,,
382,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,MESI_Two_Level,1,init,36007.720212221146,timeout,,,,,,,,,,,,,
383,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,MESI_Two_Level,1,init,2307.360523223877,kernel panic,,,,,,,,,,,,,
384,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,classic,1,systemd,15.021124601364136,Success,12984680500822.0,312828290.0,3392336.0,312820910.0,9.01,1441364399806.0,1000000000000.0,2818067578.0,2818067578.0,12.984681,12984680500822.0,,
385,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,MESI_Two_Level,4,init,35.03976106643677,Unknown failed,,,,,,,,,,,,,
386,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,MI_example,4,init,3328.713739156723,Success,2217403521856.0,228131.0,5334772.0,498517.0,3313.97,669107752.0,1000000000000.0,756019504.0,1652070417.0,2.217404,2217403521856.0,,
387,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,x264,simlarge,1,45.04031705856323,Success,20757841010704.0,4188860987.0,3871012.0,4188656926.0,4.18,893484240118.0,1000000000000.0,17508601851.0,17508601851.0,3.734792,3734791523280.0,,
388,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,classic,1,init,8693.760653018951,Success,1579131163458.0,156324.0,3746388.0,373762.0,8690.56,181706566.0,1000000000000.0,1358546438.0,3248196862.0,1.579131,1579131163458.0,,
389,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,classic,1,systemd,36007.101360082626,timeout,,,,,,,,,,,,,
390,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,ferret,simlarge,2,65.06078433990479,Success,33548926807018.0,3576185406.0,3895228.0,3576088859.0,8.1,811397372833.0,1000000000000.0,28970671294.0,28970671294.0,6.573337,6573337334415.0,,
391,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,MI_example,4,systemd,18043.958781003952,Success,8621615677411.0,152323.0,14048664.0,331422.0,18033.9,478078254.0,1000000000000.0,2746969744.0,5976836338.0,8.621616,8621615677411.0,,
392,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,MI_example,8,init,20.019737005233765,Success,4705525946485.0,486511394.0,3978988.0,486484997.0,4.16,1131422964173.0,1000000000000.0,2023245480.0,2023245480.0,4.705526,4705525946485.0,,
393,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,classic,8,systemd,4199.168726682663,Success,2801865458205.0,704720.0,12912188.0,1461317.0,4189.11,668845780.0,1000000000000.0,2952144883.0,6121609527.0,2.801865,2801865458205.0,,
394,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,kvm,classic,1,systemd,15.022046327590942,Success,16971704210764.0,319993152.0,3394616.0,319984454.0,8.74,1940923429887.0,1000000000000.0,2797977108.0,2797977108.0,16.971704,16971704210764.0,,
395,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,MI_example,8,init,20.030290126800537,Unknown failed,,,,,,,,,,,,,
396,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,atomic,MI_example,8,init,20.021032571792603,Unknown failed,,,,,,,,,,,,,
397,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,MI_example,8,systemd,35.033403158187866,Success,19645434472096.0,269161320.0,4095508.0,269157184.0,16.06,1223093495694.0,1000000000000.0,4323210348.0,4323210348.0,19.645434,19645434472096.0,,
398,npb with gem5-20.1,vmlinux-4.19.83,npb,kvm,MESI_Two_Level,mg.A.x,64,2172.072295665741,Success,31678304780539.0,4100719659.0,6100288.0,4100615489.0,11.39,101763056764.0,1000000000000.0,46712578646.0,46712578646.0,1.159249,1159249389867.0,,
399,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,kvm,MESI_Two_Level,4,systemd,365.4070966243744,Success,1322862550541722.0,28795669.0,4013212.0,28795652.0,336.87,3926958032060.0,1000000000000.0,9700304154.0,9700304154.0,1322.862551,1322862550541722.0,,
400,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,classic,1,init,895.92467045784,Success,1672211269512.0,746835.0,3699452.0,1684595.0,890.5,1877834169.0,1000000000000.0,665056768.0,1500131878.0,1.672211,1672211269512.0,,
401,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,MI_example,1,systemd,15230.872472047806,Success,11953260407701.0,165767.0,12112932.0,353541.0,15226.28,785041377.0,1000000000000.0,2524020416.0,5383116446.0,11.95326,11953260407701.0,,
402,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,o3,classic,4,systemd,20.03036594390869,Unknown failed,,,,,,,,,,,,,
403,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,MESI_Two_Level,4,init,3203.4611735343933,Success,2046214122283.0,238886.0,4652304.0,522461.0,3168.99,645699231.0,1000000000000.0,757028392.0,1655672143.0,2.046214,2046214122283.0,,
404,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,MI_example,8,init,15640.903318405151,Success,1976725370592.0,140452.0,5783356.0,294456.0,15619.76,126552866.0,1000000000000.0,2193819020.0,4599334483.0,1.976725,1976725370592.0,,
405,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,o3,MI_example,4,systemd,36008.9060151577,timeout,,,,,,,,,,,,,
406,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,simple,classic,1,systemd,6591.797890663147,Success,4344963319035.0,435243.0,10028232.0,962291.0,6583.81,659946449.0,1000000000000.0,2865560343.0,6335539732.0,4.344963,4344963319035.0,,
407,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,classic,4,systemd,3989.1748881340027,Success,3014850517281.0,616755.0,11588664.0,1359093.0,3981.83,757152406.0,1000000000000.0,2455811762.0,5411673986.0,3.014851,3014850517281.0,,
408,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,MESI_Two_Level,4,init,12256.423511981964,Success,1697593289751.0,130132.0,4739440.0,298439.0,12223.74,138876755.0,1000000000000.0,1590697705.0,3648037409.0,1.697593,1697593289751.0,,
409,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,simple,MESI_Two_Level,1,systemd,12673.259458303452,Success,4470947536042.0,195971.0,10773688.0,417428.0,12643.48,353616910.0,1000000000000.0,2477748840.0,5277742676.0,4.470948,4470947536042.0,,
410,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,atomic,MI_example,8,init,20.03087019920349,Unknown failed,,,,,,,,,,,,,
411,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,classic,4,init,36009.97243332863,timeout,,,,,,,,,,,,,
412,boot experiments with gem5-20.1,vmlinux-4.9.186,boot-exit,atomic,MI_example,4,systemd,10.012834072113037,Unknown failed,,,,,,,,,,,,,
413,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,o3,MESI_Two_Level,4,systemd,36008.449966192245,timeout,,,,,,,,,,,,,
414,boot experiments with gem5-20.1,vmlinux-4.4.186,boot-exit,atomic,MESI_Two_Level,4,init,30.035773992538452,Unknown failed,,,,,,,,,,,,,
415,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,MESI_Two_Level,1,init,10841.923034191132,Success,1602381577770.0,124155.0,4376628.0,297267.0,10818.43,148115844.0,1000000000000.0,1343166631.0,3215964193.0,1.602382,1602381577770.0,,
416,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,ferret,native,8,1005.8757150173187,Success,680217504623308.0,2041586195.0,4305452.0,2041585648.0,787.27,654767842649.0,1000000000000.0,1607285612688.0,1607285612688.0,515.481176,515481175858968.0,,
417,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,x264,simlarge,2,55.06306576728821,Success,23243343343048.0,3707855849.0,3893440.0,3707691550.0,4.79,835175543434.0,1000000000000.0,17751460150.0,17751460150.0,3.998634,3998633984712.0,,
418,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,kvm,MI_example,4,init,15.038939952850342,Success,3440354891977.0,592894311.0,4040984.0,592852557.0,2.26,1520637271518.0,1000000000000.0,1341282591.0,1341282591.0,3.440355,3440354891977.0,,
419,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,simple,classic,4,init,36006.421033382416,timeout,,,,,,,,,,,,,
420,boot experiments with gem5-20.1,vmlinux-4.14.134,boot-exit,kvm,MESI_Two_Level,1,systemd,30.031139373779297,Success,13955824167706.0,336071074.0,3865468.0,336063927.0,8.35,1670673268338.0,1000000000000.0,2807273870.0,2807273870.0,13.955824,13955824167706.0,,
421,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,classic,4,systemd,36009.16596245766,timeout,,,,,,,,,,,,,
422,parsec Ruby memory tests (MESI_Two_Level) with gem5-20.1,vmlinux-4.19.83,parsec,kvm,freqmine,simlarge,8,110.09672212600708,Success,30368389196683.0,2735059799.0,4009348.0,2735015536.0,13.47,727021355056.0,1000000000000.0,36850370599.0,36850370599.0,9.795585,9795585374235.0,,
423,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,o3,MESI_Two_Level,1,systemd,33307.66464519501,Success,2677929962760.0,97066.0,12930272.0,213385.0,33284.93,80454716.0,1000000000000.0,3230841934.0,7102506537.0,2.67793,2677929962760.0,,
424,boot experiments with gem5-20.1,vmlinux-5.4.49,boot-exit,atomic,MESI_Two_Level,2,init,25.053224563598633,Unknown failed,,,,,,,,,,,,,
425,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,kvm,MESI_Two_Level,2,init,30.03964138031006,Success,3725440133032.0,385486893.0,3885032.0,385452235.0,2.35,1583183806341.0,1000000000000.0,907006785.0,907006785.0,3.72544,3725440133032.0,,
426,boot experiments with gem5-20.1,vmlinux-4.19.83,boot-exit,simple,MI_example,8,init,3989.1070609092712,Success,2355925256461.0,230082.0,5698064.0,485711.0,3968.05,593723483.0,1000000000000.0,912975644.0,1927326394.0,2.355925,2355925256461.0,,
